subject,mean_reward,accuracy,mean conf,reward,cor,cj,fwd_emp,model,x_idx
46552,0.5504512273339001,0.7725,4.349697680672925,0.5563511010207499,0.835,4.289135899925,-0.0625,hv_test,628
46555,0.5219842387524001,0.6325,2.49273487722966,0.55506682247115,0.8125,2.4592368635275,-0.18000000000000005,hv_test,629
46573,0.531156828360125,0.7325,3.50119819633769,0.5525834873776251,0.82,3.48751971087,-0.08749999999999991,hv_test,630
46591,0.52937363097575,0.7175,4.565022992953037,0.5620414893520249,0.855,4.4562436869025,-0.13749999999999996,hv_test,631
46633,0.53371929510015,0.6875,4.033555406504865,0.55283609231025,0.8125,4.0379405892475,-0.125,hv_test,632
46672,0.52489515785765,0.6825,3.5727863492600362,0.5574105623675,0.8475,3.5798061688600002,-0.16500000000000004,hv_test,633
46687,0.53470485751315,0.725,3.3964914966301434,0.558054020585,0.81,3.332216721845,-0.08500000000000008,hv_test,634
46702,0.52783459709465,0.6725,4.093197845497858,0.519759557299875,0.6275,4.0805836799175,0.04500000000000004,hv_test,635
46729,0.5346837722889,0.7025,4.105152680324111,0.55743047671475,0.835,4.0540151515,-0.13249999999999995,hv_test,636
46750,0.529945582617,0.6775,2.5791182484137596,0.55222112661425,0.82,2.5839563175,-0.14249999999999996,hv_test,637
46756,0.5339146620635,0.6875,3.0463792520862616,0.55009351864375,0.7925,3.04850168349,-0.10499999999999998,hv_test,638
46792,0.52160195919815,0.625,4.800530474282252,0.558460705424,0.8475,4.713434343435,-0.22250000000000003,hv_test,639
46822,0.52138464976925,0.64,1.9144684609657618,0.5360251874890001,0.6825,1.8521436921225,-0.04249999999999998,hv_test,640
46828,0.54093548467325,0.745,3.9320670358515697,0.55351563049215,0.8275,3.9493970959775,-0.08250000000000002,hv_test,641
46912,0.533857037007875,0.72,3.2992269989667706,0.543078681320525,0.765,3.3006847486725004,-0.04500000000000004,hv_test,642
46915,0.53026713788665,0.6975,3.7982277453338487,0.56077535676865,0.86,3.7853661616425,-0.16249999999999998,hv_test,643
46927,0.53212618986125,0.7175,4.715924651102812,0.547442245361,0.81,4.7032716628125,-0.09250000000000003,hv_test,644
47008,0.53157661567725,0.685,3.981853056051401,0.5721797615805,0.8775,3.7719136129475,-0.1924999999999999,hv_test,645
47182,0.530362572751375,0.6825,3.851350599514993,0.549972860467375,0.785,3.70836151584,-0.10250000000000004,hv_test,646
47269,0.536424091038375,0.73,4.474361978376067,0.553564855926,0.825,4.45986426772,-0.09499999999999997,hv_test,647
47284,0.5216000146561499,0.6525,3.801767000177658,0.5577991975697499,0.82,3.5844501395675,-0.16749999999999998,hv_test,648
47317,0.527903150595275,0.6675,3.3354545930478885,0.550399638364,0.8,3.335454595965,-0.13250000000000006,hv_test,649
47431,0.53884747418725,0.7525,4.006020684976426,0.5427218808565,0.745,3.8910214500725,0.007499999999999951,hv_test,650
47470,0.536234183611625,0.7525,4.88826042448499,0.545997880853375,0.7925,4.8858137563625,-0.040000000000000036,hv_test,651
47737,0.514767410561775,0.6125,2.9944240347885063,0.5480233490255,0.785,3.00411510118,-0.1725,hv_test,652
