,subject,alpha,beta,lbound,bound_range,LL,Confidence Distance,hbound
22,46450,0.8207090207341685,20.19837998426731,2.792999922253877,0.17764205370307604,64.28587042572555,1.5521905917058343,3.1850559485875465
23,46471,1.0,14.439713385112615,1.3593138679240584,0.7505065043028415,92.46118220818369,1.7610667474955313,4.091672490172207
24,46486,0.763062369259279,16.927581696520146,1.0,0.6132879351258732,96.52634057266167,0.7561466624039198,3.453151740503493
25,46489,1.0,0.7000614799522841,4.599962960046581,0.0,276.244267211908,0.8516326483472851,4.599962960046581
26,46522,1.0,14.206018734944601,1.1101254214227636,0.5969546976760524,109.43055051000593,0.4306128274917078,3.4322043244750997
27,46552,1.0,24.599645219403683,1.3215128427182148,0.9889052241867579,45.60859835841018,0.4323039186715942,4.959188009658068
28,46555,1.0,15.394415432018988,1.438254648365314,0.43947100994585925,85.72387188590423,0.6151197673364778,3.0035384752181793
29,46573,0.9180640590138507,24.19001259607957,1.5096560856157308,0.790748021546015,48.660583237035,0.4991391313883495,4.269638630430265
30,46591,1.0,9.660097756528712,1.1686494027170193,0.9662814362871073,140.8433688565877,0.500961158741141,4.870812360779085
31,46633,1.0,4.595847799749203,4.191956841957966,0.5868715587402724,229.79444896265153,0.6579417982718995,4.666174389647507
32,46672,1.0,25.012477811866663,1.2418695649391347,0.7580803309165361,38.24677092113009,0.4225299701062596,4.090834328777581
33,46687,1.0,10.597426932421074,3.5080594235915195,0.8166887819138383,159.1038521439246,0.7595236201511979,4.726510555626391
34,46702,0.7882718804173207,13.366981728164237,4.215915804473022,0.8245619714086069,145.90688847285938,0.4275175263230042,4.862441814487078
35,46729,1.0,14.161125441213393,1.0,0.9531962557684738,91.60914656900263,0.616590377634597,4.812785023073895
36,46750,1.0,12.046704525338987,2.238715100387369,0.1266542847464621,137.14931219163688,1.4522880867606454,2.5884436643290134
37,46756,0.8092899168782721,17.69551497312774,1.961367652636312,0.2589527027936469,97.19610766985264,0.8662721165330081,2.7482297117823427
38,46792,0.9428103822642411,22.632154106153823,1.0,0.989322788856628,62.13548351280867,0.5222989969224049,4.957291155426512
39,46822,0.6061367917530173,12.070792004185957,1.3658939172491125,0.8648699932712229,154.09538102988748,1.3113059128407576,4.508923220584784
40,46828,1.0,16.342856538269753,2.0020816418543426,0.8554368596803852,69.24360630091405,0.7076247577219373,4.56661150772464
41,46912,0.956348165505682,21.582738169049016,1.5047108446825175,0.5931647621258864,49.328503163842825,0.5251988698037571,3.5779932050576027
42,46915,0.9517323906829467,21.849543652812162,1.3404928042086024,0.7133092965427041,50.57055100561067,0.5415511105373209,3.9508533077315287
43,46927,1.0,14.772694567467331,2.6068073409438224,0.9678995008429087,72.71556223680861,0.42271170570919053,4.92317732106521
44,47008,0.7817657042624322,16.934969396212484,1.0,0.8703718129976205,96.43697454773451,1.6276019655114977,4.481487251990481
45,47182,0.9695825270368184,16.911053565534317,1.9983998030457713,0.835318909595764,71.96206929689873,0.27542815982339547,4.505693206608008
46,47269,0.9879728439488167,20.15035278735795,1.8838793057401222,0.6663961160220627,53.336751808122145,1.0598444030405738,3.9604500334508783
47,47284,1.0,17.2932558518639,2.48371046241324,0.7864888319689162,79.34064105098057,0.41689360237121087,4.462744081725456
48,47317,1.0,18.180620742480713,3.435876708554112,0.22970634850161264,57.594633367486594,0.1651543124555584,3.7951657584384706
49,47431,1.0,11.570493360707948,2.0047816993379772,0.9194252280003407,134.056750935286,0.8331552160866618,4.758660968334951
50,47470,0.7530572477482678,24.980158941198248,4.674032511152414,0.5390146241425955,55.35575484649703,0.05782564688057504,4.8497337546363015
51,47737,0.7971083992696819,13.766958934162362,1.6027112732343014,0.5021392847050345,120.90584785631643,1.4777610367716405,3.308623404428907
52,47740,1.0,8.742519681477853,2.240051205578363,0.6150703863918996,168.71833000019814,1.9513670006262438,3.937613976985137
53,47743,1.0,16.921430481849928,3.1547975392666707,0.790537860143387,104.31865602874447,1.2908054467574852,4.613499944106109
